document_id,title,extraction_type,extracted_value,confidence,tags,created_at
bbd06184-c014-40b5-8739-130375504819,A8-Company Roadmap-Work Sample.pdf,FOUNDATION_CONCEPT,Performance Measurement and Continuous Improvement,0.9,WE_PROJECTS|FOUNDATION|concept|gpt5,2025-08-13T16:16:42.746Z
bbd06184-c014-40b5-8739-130375504819,A8-Company Roadmap-Work Sample.pdf,FOUNDATION_CONCEPT,Customer-Centric Organization,0.9,WE_PROJECTS|FOUNDATION|concept|gpt5,2025-08-13T16:16:42.746Z
bbd06184-c014-40b5-8739-130375504819,A8-Company Roadmap-Work Sample.pdf,STRATEGIC_FINDING,"The document presents a detailed strategic planning framework emphasizing the integration of vision, core competencies, values, and measurable outcomes into a coherent roadmap.",0.85,WE_PROJECTS|STRATEGIC|gpt5,2025-08-13T16:16:48.897Z
bbd06184-c014-40b5-8739-130375504819,A8-Company Roadmap-Work Sample.pdf,STRATEGIC_FINDING,"There is a strong focus on cultivating a high-performance culture through clearly defined values (excellence, integrity, speed, learning) and embedding these into actionable behaviors and measurable indicators.",0.85,WE_PROJECTS|STRATEGIC|gpt5,2025-08-13T16:16:48.899Z
bbd06184-c014-40b5-8739-130375504819,A8-Company Roadmap-Work Sample.pdf,STRATEGIC_FINDING,"Strategic priorities center on customer-centricity, multi-channel marketing, operational excellence, and leveraging data-driven insights to enhance customer acquisition, retention, and long-term value.",0.85,WE_PROJECTS|STRATEGIC|gpt5,2025-08-13T16:16:48.899Z
bbd06184-c014-40b5-8739-130375504819,A8-Company Roadmap-Work Sample.pdf,STRATEGIC_CONCEPT,Strategic Roadmap Development,0.9,WE_PROJECTS|STRATEGIC|concept|gpt5,2025-08-13T16:16:48.900Z
bbd06184-c014-40b5-8739-130375504819,A8-Company Roadmap-Work Sample.pdf,STRATEGIC_CONCEPT,High Performance Culture,0.9,WE_PROJECTS|STRATEGIC|concept|gpt5,2025-08-13T16:16:48.901Z
bbd06184-c014-40b5-8739-130375504819,A8-Company Roadmap-Work Sample.pdf,STRATEGIC_CONCEPT,Core Values Integration,0.9,WE_PROJECTS|STRATEGIC|concept|gpt5,2025-08-13T16:16:48.901Z
bbd06184-c014-40b5-8739-130375504819,A8-Company Roadmap-Work Sample.pdf,STRATEGIC_CONCEPT,Customer-Centric Strategy,0.9,WE_PROJECTS|STRATEGIC|concept|gpt5,2025-08-13T16:16:48.902Z
bbd06184-c014-40b5-8739-130375504819,A8-Company Roadmap-Work Sample.pdf,STRATEGIC_CONCEPT,Multi-Channel Marketing,0.9,WE_PROJECTS|STRATEGIC|concept|gpt5,2025-08-13T16:16:48.902Z
bbd06184-c014-40b5-8739-130375504819,A8-Company Roadmap-Work Sample.pdf,STRATEGIC_CONCEPT,Leadership and Team Alignment,0.9,WE_PROJECTS|STRATEGIC|concept|gpt5,2025-08-13T16:16:48.903Z
bbd06184-c014-40b5-8739-130375504819,A8-Company Roadmap-Work Sample.pdf,STRATEGIC_CONCEPT,Performance Measurement and Continuous Improvement,0.9,WE_PROJECTS|STRATEGIC|concept|gpt5,2025-08-13T16:16:48.903Z
bbd06184-c014-40b5-8739-130375504819,A8-Company Roadmap-Work Sample.pdf,IMPLEMENTATION_FINDING,"The document establishes a structured implementation roadmap integrating vision, core competencies, values, and strategies, with clear conditions of satisfaction and measurable metrics for both individual and organizational success.",0.85,WE_PROJECTS|IMPLEMENTATION|gpt5,2025-08-13T16:17:05.056Z
bbd06184-c014-40b5-8739-130375504819,A8-Company Roadmap-Work Sample.pdf,IMPLEMENTATION_FINDING,"A high-performance culture is operationalized through explicit team standards, learning practices, and value-driven behaviors, with mechanisms for measurement and feedback at multiple organizational levels.",0.85,WE_PROJECTS|IMPLEMENTATION|gpt5,2025-08-13T16:17:05.058Z
bbd06184-c014-40b5-8739-130375504819,A8-Company Roadmap-Work Sample.pdf,IMPLEMENTATION_FINDING,"Operational strategies prioritize customer-centricity, data-enabled decision-making, and multi-channel marketing, with dependencies on robust knowledge management, agile process improvements, and continuous learning.",0.85,WE_PROJECTS|IMPLEMENTATION|gpt5,2025-08-13T16:17:05.059Z
bbd06184-c014-40b5-8739-130375504819,A8-Company Roadmap-Work Sample.pdf,IMPLEMENTATION_CONCEPT,Strategic Roadmap Integration,0.9,WE_PROJECTS|IMPLEMENTATION|concept|gpt5,2025-08-13T16:17:05.059Z
bbd06184-c014-40b5-8739-130375504819,A8-Company Roadmap-Work Sample.pdf,IMPLEMENTATION_CONCEPT,High-Performance Culture Operationalization,0.9,WE_PROJECTS|IMPLEMENTATION|concept|gpt5,2025-08-13T16:17:05.060Z
bbd06184-c014-40b5-8739-130375504819,A8-Company Roadmap-Work Sample.pdf,IMPLEMENTATION_CONCEPT,Customer-Centric Multi-Channel Strategy,0.9,WE_PROJECTS|IMPLEMENTATION|concept|gpt5,2025-08-13T16:17:05.060Z
bbd06184-c014-40b5-8739-130375504819,A8-Company Roadmap-Work Sample.pdf,IMPLEMENTATION_CONCEPT,Value-Based Measurement Systems,0.9,WE_PROJECTS|IMPLEMENTATION|concept|gpt5,2025-08-13T16:17:05.061Z
bbd06184-c014-40b5-8739-130375504819,A8-Company Roadmap-Work Sample.pdf,IMPLEMENTATION_CONCEPT,Continuous Learning and Feedback Loops,0.9,WE_PROJECTS|IMPLEMENTATION|concept|gpt5,2025-08-13T16:17:05.062Z
bbd06184-c014-40b5-8739-130375504819,A8-Company Roadmap-Work Sample.pdf,EVOLUTION_FINDING,"The document outlines a comprehensive company planning framework focused on establishing a strong alignment between personal and organizational goals, emphasizing a high-performance culture and strategic growth.",0.85,WE_PROJECTS|EVOLUTION|gpt5,2025-08-13T16:17:12.407Z
bbd06184-c014-40b5-8739-130375504819,A8-Company Roadmap-Work Sample.pdf,EVOLUTION_FINDING,"The planning framework heavily emphasizes individual leadership development, personal well-being, and a strong alignment of personal values with company objectives, indicating a holistic approach to performance.",0.85,WE_PROJECTS|EVOLUTION|gpt5,2025-08-13T16:17:12.408Z
bbd06184-c014-40b5-8739-130375504819,A8-Company Roadmap-Work Sample.pdf,EVOLUTION_FINDING,"Customer-centric strategies are central, with a focus on leveraging data and multi-channel marketing to enhance customer acquisition and retention, supported by consistent cultural values like integrity and learning.",0.85,WE_PROJECTS|EVOLUTION|gpt5,2025-08-13T16:17:12.410Z
bbd06184-c014-40b5-8739-130375504819,A8-Company Roadmap-Work Sample.pdf,EVOLUTION_CONCEPT,High-performance culture,0.9,WE_PROJECTS|EVOLUTION|concept|gpt5,2025-08-13T16:17:12.411Z
bbd06184-c014-40b5-8739-130375504819,A8-Company Roadmap-Work Sample.pdf,EVOLUTION_CONCEPT,Customer-centric strategies,0.9,WE_PROJECTS|EVOLUTION|concept|gpt5,2025-08-13T16:17:12.411Z
bbd06184-c014-40b5-8739-130375504819,A8-Company Roadmap-Work Sample.pdf,EVOLUTION_CONCEPT,Leadership development,0.9,WE_PROJECTS|EVOLUTION|concept|gpt5,2025-08-13T16:17:12.412Z
bbd06184-c014-40b5-8739-130375504819,A8-Company Roadmap-Work Sample.pdf,EVOLUTION_CONCEPT,Data-driven marketing,0.9,WE_PROJECTS|EVOLUTION|concept|gpt5,2025-08-13T16:17:12.413Z
bbd06184-c014-40b5-8739-130375504819,A8-Company Roadmap-Work Sample.pdf,EVOLUTION_CONCEPT,Holistic performance alignment,0.9,WE_PROJECTS|EVOLUTION|concept|gpt5,2025-08-13T16:17:12.413Z
d9e1eeeb-255f-4035-910b-33288b1b4e27,A8-Conversations for Results-WP.pdf,FOUNDATION_FINDING,"The document emphasizes the importance of distinguishing between different types of organizational conversations, specifically 'Conversations for Possibilities' and 'Conversations for Results'.",0.85,WE_PROJECTS|FOUNDATION|gpt5,2025-08-13T16:17:22.118Z
d9e1eeeb-255f-4035-910b-33288b1b4e27,A8-Conversations for Results-WP.pdf,FOUNDATION_FINDING,"It details a model for effective results-oriented conversations, highlighting four phases: Preparation, Negotiation, Performance, and Acceptance.",0.85,WE_PROJECTS|FOUNDATION|gpt5,2025-08-13T16:17:22.119Z
d9e1eeeb-255f-4035-910b-33288b1b4e27,A8-Conversations for Results-WP.pdf,FOUNDATION_FINDING,"Core speech acts—requests, offers, and promises—are fundamental to coordinating actions and ensuring organizational efficiency and trust.",0.85,WE_PROJECTS|FOUNDATION|gpt5,2025-08-13T16:17:22.120Z
d9e1eeeb-255f-4035-910b-33288b1b4e27,A8-Conversations for Results-WP.pdf,FOUNDATION_CONCEPT,Types of conversations,0.9,WE_PROJECTS|FOUNDATION|concept|gpt5,2025-08-13T16:17:22.120Z
d9e1eeeb-255f-4035-910b-33288b1b4e27,A8-Conversations for Results-WP.pdf,FOUNDATION_CONCEPT,"Speech acts (requests, offers, promises)",0.9,WE_PROJECTS|FOUNDATION|concept|gpt5,2025-08-13T16:17:22.121Z
d9e1eeeb-255f-4035-910b-33288b1b4e27,A8-Conversations for Results-WP.pdf,FOUNDATION_CONCEPT,Conversations for Results model,0.9,WE_PROJECTS|FOUNDATION|concept|gpt5,2025-08-13T16:17:22.121Z
d9e1eeeb-255f-4035-910b-33288b1b4e27,A8-Conversations for Results-WP.pdf,FOUNDATION_CONCEPT,"Four phases of conversation (Preparation, Negotiation, Performance, Acceptance)",0.9,WE_PROJECTS|FOUNDATION|concept|gpt5,2025-08-13T16:17:22.122Z
d9e1eeeb-255f-4035-910b-33288b1b4e27,A8-Conversations for Results-WP.pdf,STRATEGIC_FINDING,Effective organizational communication requires clear differentiation between conversations aimed at exploring possibilities and those aimed at achieving results.,0.85,WE_PROJECTS|STRATEGIC|gpt5,2025-08-13T16:17:27.931Z
d9e1eeeb-255f-4035-910b-33288b1b4e27,A8-Conversations for Results-WP.pdf,STRATEGIC_FINDING,"The Conversations for Results model organizes result-oriented conversations into four critical phases: Preparation, Negotiation, Performance, and Acceptance, each necessary for successful outcomes and trust-building.",0.85,WE_PROJECTS|STRATEGIC|gpt5,2025-08-13T16:17:27.932Z
d9e1eeeb-255f-4035-910b-33288b1b4e27,A8-Conversations for Results-WP.pdf,STRATEGIC_FINDING,"The speech acts of requests, offers, and promises serve as fundamental mechanisms for coordinating action and accountability within organizations.",0.85,WE_PROJECTS|STRATEGIC|gpt5,2025-08-13T16:17:27.934Z
d9e1eeeb-255f-4035-910b-33288b1b4e27,A8-Conversations for Results-WP.pdf,STRATEGIC_CONCEPT,Types of Conversations (Possibilities vs Results),0.9,WE_PROJECTS|STRATEGIC|concept|gpt5,2025-08-13T16:17:27.935Z
d9e1eeeb-255f-4035-910b-33288b1b4e27,A8-Conversations for Results-WP.pdf,STRATEGIC_CONCEPT,"Speech Acts: Requests, Offers, Promises",0.9,WE_PROJECTS|STRATEGIC|concept|gpt5,2025-08-13T16:17:27.936Z
d9e1eeeb-255f-4035-910b-33288b1b4e27,A8-Conversations for Results-WP.pdf,STRATEGIC_CONCEPT,Conversations for Results Model,0.9,WE_PROJECTS|STRATEGIC|concept|gpt5,2025-08-13T16:17:27.937Z
d9e1eeeb-255f-4035-910b-33288b1b4e27,A8-Conversations for Results-WP.pdf,STRATEGIC_CONCEPT,"Four Phases of Conversation: Preparation, Negotiation, Performance, Acceptance",0.9,WE_PROJECTS|STRATEGIC|concept|gpt5,2025-08-13T16:17:27.937Z
d9e1eeeb-255f-4035-910b-33288b1b4e27,A8-Conversations for Results-WP.pdf,IMPLEMENTATION_FINDING,"Effective implementation of high performance communication hinges on distinguishing between Conversations for Possibilities (explorative/idea-generating) and Conversations for Results (action-oriented), ensuring all parties are aligned on conversation intent.",0.85,WE_PROJECTS|IMPLEMENTATION|gpt5,2025-08-13T16:17:38.867Z
d9e1eeeb-255f-4035-910b-33288b1b4e27,A8-Conversations for Results-WP.pdf,IMPLEMENTATION_FINDING,"The Conversations for Results model structures result-driven exchanges into four sequential phases—Preparation, Negotiation, Performance, and Acceptance—each with explicit roles, dependencies, and feedback mechanisms crucial for trust and organizational execution.",0.85,WE_PROJECTS|IMPLEMENTATION|gpt5,2025-08-13T16:17:38.869Z
d9e1eeeb-255f-4035-910b-33288b1b4e27,A8-Conversations for Results-WP.pdf,IMPLEMENTATION_CONCEPT,Types of Conversations: Possibilities vs Results,0.9,WE_PROJECTS|IMPLEMENTATION|concept|gpt5,2025-08-13T16:17:38.870Z
d9e1eeeb-255f-4035-910b-33288b1b4e27,A8-Conversations for Results-WP.pdf,IMPLEMENTATION_FINDING,"Requests, offers, and promises function as foundational speech acts for coordinating workflow and accountability, but their effectiveness relies on clarity, shared understanding of conditions (including explicit deadlines), and formal closure.",0.85,WE_PROJECTS|IMPLEMENTATION|gpt5,2025-08-13T16:17:38.870Z
d9e1eeeb-255f-4035-910b-33288b1b4e27,A8-Conversations for Results-WP.pdf,IMPLEMENTATION_CONCEPT,"Speech Acts for Coordination: Requests, Offers, Promises",0.9,WE_PROJECTS|IMPLEMENTATION|concept|gpt5,2025-08-13T16:17:38.871Z
d9e1eeeb-255f-4035-910b-33288b1b4e27,A8-Conversations for Results-WP.pdf,IMPLEMENTATION_CONCEPT,"Conversations for Results Four-Phase Model (Preparation, Negotiation, Performance, Acceptance)",0.9,WE_PROJECTS|IMPLEMENTATION|concept|gpt5,2025-08-13T16:17:38.871Z
d9e1eeeb-255f-4035-910b-33288b1b4e27,A8-Conversations for Results-WP.pdf,IMPLEMENTATION_CONCEPT,Conditions of Satisfaction and Explicit Deadlines,0.9,WE_PROJECTS|IMPLEMENTATION|concept|gpt5,2025-08-13T16:17:38.872Z
d9e1eeeb-255f-4035-910b-33288b1b4e27,A8-Conversations for Results-WP.pdf,EVOLUTION_FINDING,"High performance communication distinguishes between idea-generating and action-oriented conversations, essential for aligning organizational goals and preventing miscommunication.",0.85,WE_PROJECTS|EVOLUTION|gpt5,2025-08-13T16:17:56.132Z
d9e1eeeb-255f-4035-910b-33288b1b4e27,A8-Conversations for Results-WP.pdf,EVOLUTION_FINDING,"The Conversations for Results model's structured approach enhances execution by ensuring all parties understand and commit to clear, actionable requests, offers, and promises.",0.85,WE_PROJECTS|EVOLUTION|gpt5,2025-08-13T16:17:56.134Z
d9e1eeeb-255f-4035-910b-33288b1b4e27,A8-Conversations for Results-WP.pdf,EVOLUTION_FINDING,"Neglecting the Acceptance phase can lead to misunderstandings that undermine trust, highlighting the need for feedback mechanisms to verify satisfaction and address issues proactively.",0.85,WE_PROJECTS|EVOLUTION|gpt5,2025-08-13T16:17:56.135Z
d9e1eeeb-255f-4035-910b-33288b1b4e27,A8-Conversations for Results-WP.pdf,EVOLUTION_CONCEPT,Conversations for Results,0.9,WE_PROJECTS|EVOLUTION|concept|gpt5,2025-08-13T16:17:56.136Z
d9e1eeeb-255f-4035-910b-33288b1b4e27,A8-Conversations for Results-WP.pdf,EVOLUTION_CONCEPT,Conversations for Possibilities,0.9,WE_PROJECTS|EVOLUTION|concept|gpt5,2025-08-13T16:17:56.136Z
d9e1eeeb-255f-4035-910b-33288b1b4e27,A8-Conversations for Results-WP.pdf,EVOLUTION_CONCEPT,Speech Acts,0.9,WE_PROJECTS|EVOLUTION|concept|gpt5,2025-08-13T16:17:56.137Z
d9e1eeeb-255f-4035-910b-33288b1b4e27,A8-Conversations for Results-WP.pdf,EVOLUTION_CONCEPT,Conditions of Satisfaction,0.9,WE_PROJECTS|EVOLUTION|concept|gpt5,2025-08-13T16:17:56.138Z
54727426-c7a5-4027-a7b5-8d916700879a,A8-Couples Retreat.pdf,FOUNDATION_FINDING,The document describes a retreat program designed for couples focused on personal and relational development.,0.85,WE_PROJECTS|FOUNDATION|gpt5,2025-08-13T16:18:05.642Z
54727426-c7a5-4027-a7b5-8d916700879a,A8-Couples Retreat.pdf,FOUNDATION_FINDING,"The retreat employs experiential learning, centering techniques, communication tools, and strategic planning to foster transformation.",0.85,WE_PROJECTS|FOUNDATION|gpt5,2025-08-13T16:18:05.644Z
54727426-c7a5-4027-a7b5-8d916700879a,A8-Couples Retreat.pdf,FOUNDATION_FINDING,"The structure includes a detailed agenda over three days with sessions on awareness, stress management, communication, and action planning.",0.85,WE_PROJECTS|FOUNDATION|gpt5,2025-08-13T16:18:05.645Z
54727426-c7a5-4027-a7b5-8d916700879a,A8-Couples Retreat.pdf,FOUNDATION_CONCEPT,transformative change,0.9,WE_PROJECTS|FOUNDATION|concept|gpt5,2025-08-13T16:18:05.646Z
54727426-c7a5-4027-a7b5-8d916700879a,A8-Couples Retreat.pdf,FOUNDATION_CONCEPT,experiential learning,0.9,WE_PROJECTS|FOUNDATION|concept|gpt5,2025-08-13T16:18:05.647Z
54727426-c7a5-4027-a7b5-8d916700879a,A8-Couples Retreat.pdf,FOUNDATION_CONCEPT,self-awareness,0.9,WE_PROJECTS|FOUNDATION|concept|gpt5,2025-08-13T16:18:05.648Z
54727426-c7a5-4027-a7b5-8d916700879a,A8-Couples Retreat.pdf,FOUNDATION_CONCEPT,stress management,0.9,WE_PROJECTS|FOUNDATION|concept|gpt5,2025-08-13T16:18:05.649Z
54727426-c7a5-4027-a7b5-8d916700879a,A8-Couples Retreat.pdf,FOUNDATION_CONCEPT,communication skills,0.9,WE_PROJECTS|FOUNDATION|concept|gpt5,2025-08-13T16:18:05.650Z
54727426-c7a5-4027-a7b5-8d916700879a,A8-Couples Retreat.pdf,FOUNDATION_CONCEPT,action planning,0.9,WE_PROJECTS|FOUNDATION|concept|gpt5,2025-08-13T16:18:05.651Z
54727426-c7a5-4027-a7b5-8d916700879a,A8-Couples Retreat.pdf,FOUNDATION_CONCEPT,behavioral shifts,0.9,WE_PROJECTS|FOUNDATION|concept|gpt5,2025-08-13T16:18:05.652Z
54727426-c7a5-4027-a7b5-8d916700879a,A8-Couples Retreat.pdf,STRATEGIC_FINDING,"The document outlines a comprehensive three-day retreat program designed for couples to enhance their relationships through experiential learning, self-awareness, communication, and strategic action planning.",0.85,WE_PROJECTS|STRATEGIC|gpt5,2025-08-13T16:18:11.647Z
54727426-c7a5-4027-a7b5-8d916700879a,A8-Couples Retreat.pdf,STRATEGIC_FINDING,"Core themes include transformative change, stress management, accountability, communication distinctions, and developing sustainable practices to support relational and individual growth.",0.85,WE_PROJECTS|STRATEGIC|gpt5,2025-08-13T16:18:11.649Z
54727426-c7a5-4027-a7b5-8d916700879a,A8-Couples Retreat.pdf,STRATEGIC_FINDING,"The retreat emphasizes collaborative learning, reflective exercises, and roadmap development to help couples define clear outcomes and maintain ongoing alignment and progress post-retreat.",0.85,WE_PROJECTS|STRATEGIC|gpt5,2025-08-13T16:18:11.649Z
54727426-c7a5-4027-a7b5-8d916700879a,A8-Couples Retreat.pdf,STRATEGIC_CONCEPT,transformative change,0.9,WE_PROJECTS|STRATEGIC|concept|gpt5,2025-08-13T16:18:11.650Z
54727426-c7a5-4027-a7b5-8d916700879a,A8-Couples Retreat.pdf,STRATEGIC_CONCEPT,experiential learning,0.9,WE_PROJECTS|STRATEGIC|concept|gpt5,2025-08-13T16:18:11.650Z
54727426-c7a5-4027-a7b5-8d916700879a,A8-Couples Retreat.pdf,STRATEGIC_CONCEPT,self-awareness,0.9,WE_PROJECTS|STRATEGIC|concept|gpt5,2025-08-13T16:18:11.651Z
54727426-c7a5-4027-a7b5-8d916700879a,A8-Couples Retreat.pdf,STRATEGIC_CONCEPT,stress management,0.9,WE_PROJECTS|STRATEGIC|concept|gpt5,2025-08-13T16:18:11.651Z
54727426-c7a5-4027-a7b5-8d916700879a,A8-Couples Retreat.pdf,STRATEGIC_CONCEPT,choice and accountability,0.9,WE_PROJECTS|STRATEGIC|concept|gpt5,2025-08-13T16:18:11.652Z
54727426-c7a5-4027-a7b5-8d916700879a,A8-Couples Retreat.pdf,STRATEGIC_CONCEPT,communication distinctions (assessments vs assertions),0.9,WE_PROJECTS|STRATEGIC|concept|gpt5,2025-08-13T16:18:11.653Z
54727426-c7a5-4027-a7b5-8d916700879a,A8-Couples Retreat.pdf,STRATEGIC_CONCEPT,roadmap development,0.9,WE_PROJECTS|STRATEGIC|concept|gpt5,2025-08-13T16:18:11.654Z
54727426-c7a5-4027-a7b5-8d916700879a,A8-Couples Retreat.pdf,STRATEGIC_CONCEPT,collaborative learning,0.9,WE_PROJECTS|STRATEGIC|concept|gpt5,2025-08-13T16:18:11.654Z
54727426-c7a5-4027-a7b5-8d916700879a,A8-Couples Retreat.pdf,STRATEGIC_CONCEPT,behavioral shifts,0.9,WE_PROJECTS|STRATEGIC|concept|gpt5,2025-08-13T16:18:11.655Z
54727426-c7a5-4027-a7b5-8d916700879a,A8-Couples Retreat.pdf,STRATEGIC_CONCEPT,practice design,0.9,WE_PROJECTS|STRATEGIC|concept|gpt5,2025-08-13T16:18:11.656Z
54727426-c7a5-4027-a7b5-8d916700879a,A8-Couples Retreat.pdf,IMPLEMENTATION_FINDING,"The retreat program is structured around experiential, interactive learning, emphasizing both individual and relational development through sequenced modules that build awareness, skills, and actionable plans.",0.9,WE_PROJECTS|IMPLEMENTATION|gpt5,2025-08-13T16:18:24.709Z
54727426-c7a5-4027-a7b5-8d916700879a,A8-Couples Retreat.pdf,IMPLEMENTATION_FINDING,"Implementation relies on integrating centering techniques, communication frameworks, and accountability structures, with a strong focus on sustaining behavioral change post-retreat via roadmaps and ongoing practices.",0.9,WE_PROJECTS|IMPLEMENTATION|gpt5,2025-08-13T16:18:24.711Z
54727426-c7a5-4027-a7b5-8d916700879a,A8-Couples Retreat.pdf,IMPLEMENTATION_FINDING,"The agenda leverages a blend of reflective exercises, group work, and real-world application, with explicit attention to the transfer of learning to participants' daily lives and relationships.",0.9,WE_PROJECTS|IMPLEMENTATION|gpt5,2025-08-13T16:18:24.712Z
54727426-c7a5-4027-a7b5-8d916700879a,A8-Couples Retreat.pdf,IMPLEMENTATION_CONCEPT,experiential learning,0.9,WE_PROJECTS|IMPLEMENTATION|concept|gpt5,2025-08-13T16:18:24.713Z
54727426-c7a5-4027-a7b5-8d916700879a,A8-Couples Retreat.pdf,IMPLEMENTATION_CONCEPT,centering techniques,0.9,WE_PROJECTS|IMPLEMENTATION|concept|gpt5,2025-08-13T16:18:24.714Z
54727426-c7a5-4027-a7b5-8d916700879a,A8-Couples Retreat.pdf,IMPLEMENTATION_CONCEPT,conditions of satisfaction,0.9,WE_PROJECTS|IMPLEMENTATION|concept|gpt5,2025-08-13T16:18:24.715Z
54727426-c7a5-4027-a7b5-8d916700879a,A8-Couples Retreat.pdf,IMPLEMENTATION_CONCEPT,accountability structures,0.9,WE_PROJECTS|IMPLEMENTATION|concept|gpt5,2025-08-13T16:18:24.716Z
54727426-c7a5-4027-a7b5-8d916700879a,A8-Couples Retreat.pdf,IMPLEMENTATION_CONCEPT,reflective practice,0.9,WE_PROJECTS|IMPLEMENTATION|concept|gpt5,2025-08-13T16:18:24.717Z
54727426-c7a5-4027-a7b5-8d916700879a,A8-Couples Retreat.pdf,IMPLEMENTATION_CONCEPT,communications frameworks (assessments vs assertions),0.9,WE_PROJECTS|IMPLEMENTATION|concept|gpt5,2025-08-13T16:18:24.718Z
54727426-c7a5-4027-a7b5-8d916700879a,A8-Couples Retreat.pdf,IMPLEMENTATION_CONCEPT,roadmap development,0.9,WE_PROJECTS|IMPLEMENTATION|concept|gpt5,2025-08-13T16:18:24.718Z
54727426-c7a5-4027-a7b5-8d916700879a,A8-Couples Retreat.pdf,IMPLEMENTATION_CONCEPT,practice design,0.9,WE_PROJECTS|IMPLEMENTATION|concept|gpt5,2025-08-13T16:18:24.719Z
54727426-c7a5-4027-a7b5-8d916700879a,A8-Couples Retreat.pdf,IMPLEMENTATION_CONCEPT,collaborative learning,0.9,WE_PROJECTS|IMPLEMENTATION|concept|gpt5,2025-08-13T16:18:24.720Z
54727426-c7a5-4027-a7b5-8d916700879a,A8-Couples Retreat.pdf,IMPLEMENTATION_CONCEPT,sustainable behavior change,0.9,WE_PROJECTS|IMPLEMENTATION|concept|gpt5,2025-08-13T16:18:24.720Z
54727426-c7a5-4027-a7b5-8d916700879a,A8-Couples Retreat.pdf,EVOLUTION_FINDING,"The retreat emphasizes experiential and interactive learning to foster personal and relational growth, utilizing a structured approach that integrates centering techniques, communication tools, and accountability measures.",0.85,WE_PROJECTS|EVOLUTION|gpt5,2025-08-13T16:18:31.786Z
54727426-c7a5-4027-a7b5-8d916700879a,A8-Couples Retreat.pdf,EVOLUTION_FINDING,A significant focus is placed on sustaining behavioral change post-retreat through the development of actionable roadmaps and ongoing practices to support continuous improvement.,0.85,WE_PROJECTS|EVOLUTION|gpt5,2025-08-13T16:18:31.787Z
54727426-c7a5-4027-a7b5-8d916700879a,A8-Couples Retreat.pdf,EVOLUTION_FINDING,"The retreat's agenda combines reflective exercises, group activities, and real-world applications, aiming to seamlessly transition learning into participants' everyday lives and relationships.",0.85,WE_PROJECTS|EVOLUTION|gpt5,2025-08-13T16:18:31.788Z
54727426-c7a5-4027-a7b5-8d916700879a,A8-Couples Retreat.pdf,EVOLUTION_CONCEPT,Experiential learning,0.9,WE_PROJECTS|EVOLUTION|concept|gpt5,2025-08-13T16:18:31.789Z
54727426-c7a5-4027-a7b5-8d916700879a,A8-Couples Retreat.pdf,EVOLUTION_CONCEPT,Behavioral change sustainability,0.9,WE_PROJECTS|EVOLUTION|concept|gpt5,2025-08-13T16:18:31.790Z
54727426-c7a5-4027-a7b5-8d916700879a,A8-Couples Retreat.pdf,EVOLUTION_CONCEPT,Communication tools,0.9,WE_PROJECTS|EVOLUTION|concept|gpt5,2025-08-13T16:18:31.791Z
54727426-c7a5-4027-a7b5-8d916700879a,A8-Couples Retreat.pdf,EVOLUTION_CONCEPT,Post-retreat engagement,0.9,WE_PROJECTS|EVOLUTION|concept|gpt5,2025-08-13T16:18:31.792Z
54727426-c7a5-4027-a7b5-8d916700879a,A8-Couples Retreat.pdf,EVOLUTION_CONCEPT,Accountability mechanisms,0.9,WE_PROJECTS|EVOLUTION|concept|gpt5,2025-08-13T16:18:31.792Z
1101b65c-c272-498a-8487-c34a65e1de28,A8-Customer learning.pdf,FOUNDATION_FINDING,"Participants gained insights on personal growth topics such as focus, calmness, honesty, awareness, and integrity.",0.85,WE_PROJECTS|FOUNDATION|gpt5,2025-08-13T16:18:38.435Z
1101b65c-c272-498a-8487-c34a65e1de28,A8-Customer learning.pdf,FOUNDATION_FINDING,The importance of building and maintaining relationships within the organization to foster trust and collaboration.,0.85,WE_PROJECTS|FOUNDATION|gpt5,2025-08-13T16:18:38.437Z
1101b65c-c272-498a-8487-c34a65e1de28,A8-Customer learning.pdf,FOUNDATION_FINDING,"Application of principles like centering, positive focus, and accountability to improve performance and interpersonal interactions.",0.85,WE_PROJECTS|FOUNDATION|gpt5,2025-08-13T16:18:38.437Z
1101b65c-c272-498a-8487-c34a65e1de28,A8-Customer learning.pdf,FOUNDATION_CONCEPT,centered awareness,0.9,WE_PROJECTS|FOUNDATION|concept|gpt5,2025-08-13T16:18:38.438Z
1101b65c-c272-498a-8487-c34a65e1de28,A8-Customer learning.pdf,FOUNDATION_CONCEPT,choice and accountability,0.9,WE_PROJECTS|FOUNDATION|concept|gpt5,2025-08-13T16:18:38.439Z
1101b65c-c272-498a-8487-c34a65e1de28,A8-Customer learning.pdf,FOUNDATION_CONCEPT,trust and relationship building,0.9,WE_PROJECTS|FOUNDATION|concept|gpt5,2025-08-13T16:18:38.440Z
1101b65c-c272-498a-8487-c34a65e1de28,A8-Customer learning.pdf,FOUNDATION_CONCEPT,stress management through breathing exercises,0.9,WE_PROJECTS|FOUNDATION|concept|gpt5,2025-08-13T16:18:38.441Z
1101b65c-c272-498a-8487-c34a65e1de28,A8-Customer learning.pdf,FOUNDATION_CONCEPT,integrity in professional relationships,0.9,WE_PROJECTS|FOUNDATION|concept|gpt5,2025-08-13T16:18:38.442Z
